safe,release_speed,plate_x,plate_z,pop_time,exchange_time,arm_strength,lead,sprint_speed,swing,delta_run_exp
1,95.6,1.43,2.01,1.937613636,0.674395349,81.197232558,11.832666667,28,0,0.029
1,93.8,0.16,2.88,1.937613636,0.674395349,81.197232558,11.832666667,29.4,0,-0.04
0,93.7,-0.57,3.14,1.937613636,0.674395349,81.197232558,11.832666667,27.3,0,-0.068
1,93,0.77,3.1,1.937613636,0.674395349,81.197232558,11.832666667,27.1,0,0.084
1,93.4,-1.59,1.88,1.937613636,0.674395349,81.197232558,11.832666667,27.9,0,0.031
0,84.8,-1.34,1.52,1.937613636,0.674395349,81.197232558,11.832666667,27.2,0,-0.18
1,92.9,-0.22,2.08,1.937613636,0.674395349,81.197232558,11.832666667,27,1,-0.063
1,82.2,0.72,-0.12,1.937613636,0.674395349,81.197232558,11.832666667,28,0,0.048
0,94.8,-1.15,2.4,1.937613636,0.674395349,81.197232558,11.832666667,28.7,0,0.048
1,81.8,1.29,0.32,1.937613636,0.674395349,81.197232558,11.832666667,28.4,0,0.084
0,94,1.49,1.93,1.937613636,0.674395349,81.197232558,11.832666667,26.8,0,0.084
1,92.9,-1.01,2.27,1.937613636,0.674395349,81.197232558,11.832666667,27.3,0,-0.074
1,94.1,-0.65,1.2,1.937613636,0.674395349,81.197232558,11.832666667,28.9,1,-0.367
1,69.2,1.44,0.84,2.01348,0.774291667,80.65608,11.351190476,28.3,0,0.029
1,74.3,1.63,0.51,2.0784375,0.699,73.259571429,11.351190476,27.7,0,0.061
1,76.9,0.12,1.22,2.01348,0.774291667,80.65608,11.351190476,26.2,0,0.058
0,72,0.24,1.88,2.01348,0.774291667,80.65608,11.351190476,25.9,0,-0.22
1,69.9,1.43,1.43,1.958323529,0.689818182,79.510333333,11.351190476,27,0,0.058
0,70.5,1.02,2.51,2.01348,0.774291667,80.65608,11.351190476,27.1,1,-0.367
1,82.6,0.19,3.73,2.0784375,0.699,73.259571429,11.351190476,29.4,0,0.048
0,83.9,1.55,2.56,1.958323529,0.689818182,79.510333333,11.351190476,28.4,0,0.039
0,76.9,1.13,1.18,1.958323529,0.689818182,79.510333333,11.351190476,27.3,0,-0.232
1,84.1,0.33,3.58,1.958323529,0.689818182,79.510333333,11.351190476,28,0,0.048
1,82,-0.58,5.01,2.01348,0.774291667,80.65608,11.351190476,27,0,0.017
1,75.7,0.58,1.42,2.0784375,0.699,73.259571429,11.351190476,28.2,0,0.075
0,75.6,0.57,2.05,1.958323529,0.689818182,79.510333333,11.351190476,26.9,1,-0.367
1,81.4,1.1,3.4,2.0784375,0.699,73.259571429,11.351190476,27.9,0,0.048
1,82.2,0.95,2.36,2.0784375,0.699,73.259571429,11.351190476,28,0,0.048
1,84.5,-1.16,3.52,1.958323529,0.689818182,79.510333333,11.351190476,28.2,1,-0.228
0,71.4,0.48,2.58,2.01348,0.774291667,80.65608,11.351190476,26.5,0,-0.092
1,79.9,-1.47,3.24,1.958323529,0.689818182,79.510333333,11.351190476,27.4,0,0.17
1,76.4,0.4,1.62,2.01348,0.774291667,80.65608,11.351190476,28.8,0,-0.044
0,81.7,-0.29,5.56,2.01348,0.774291667,80.65608,11.351190476,28.8,0,0.038
1,75.7,-0.24,1.75,1.958323529,0.689818182,79.510333333,11.351190476,25.9,0,0.017
1,70.4,0.45,2.36,2.01348,0.774291667,80.65608,11.351190476,28.4,0,-0.044
1,70.2,0.73,0.92,1.958323529,0.689818182,79.510333333,11.351190476,29.1,0,0.062
1,81.4,0.32,1.35,2.017,0.76762963,81.297962963,11.0042,28.4,0,0.075
1,88,-0.97,1.71,2.01325,0.822833333,83.309,11.0042,28.3,0,0.098
0,83.2,0.37,1.28,2.017,0.76762963,81.297962963,11.0042,28.2,1,-0.068
1,70.1,-0.02,1.49,2.017,0.76762963,81.297962963,11.0042,28.6,1,-0.051
1,92.3,0.84,1.55,1.937613636,0.674395349,81.197232558,11.947333333,27.7,0,0.17
1,91.1,-0.25,2.88,1.937613636,0.674395349,81.197232558,11.947333333,27.7,0,-0.062
0,91.7,0.37,1.17,1.937613636,0.674395349,81.197232558,11.947333333,28,0,0.039
1,88.6,0.68,3.59,1.991794118,0.716470588,78.476617647,11.069222222,29.4,0,0.036
1,91.3,-1.03,2.23,1.991794118,0.716470588,78.476617647,11.069222222,27.9,0,-0.068
0,77.4,0.13,1.18,1.991794118,0.716470588,78.476617647,11.069222222,25,1,-0.367
1,89.7,0.12,2.64,1.991794118,0.716470588,78.476617647,11.069222222,28.5,0,-0.062
0,86.2,0.14,2.67,1.991794118,0.716470588,78.476617647,11.069222222,27.3,0,-0.251
0,90.8,-0.85,3.35,1.991470588,0.689588235,77.506666667,11.069222222,26,0,-0.367
1,82.9,-2.06,2.93,1.991470588,0.689588235,77.506666667,11.069222222,26.2,0,0.036
0,92.1,-0.7,4.78,1.991794118,0.716470588,78.476617647,11.069222222,28.4,0,-0.203
0,94.7,0.89,3.67,2.091884615,0.720666667,73.916192308,11.837,27.9,0,0.058
1,90.1,1.55,2.79,1.9502,0.64948,78.181,14.12432,25.1,0,0.024
1,89.7,-0.49,1.88,1.9502,0.64948,78.181,14.12432,29.4,1,-0.327
0,90.6,0.08,3.14,1.9502,0.64948,78.181,14.12432,27,0,-0.062
1,73.1,-0.64,0.4,1.9502,0.64948,78.181,14.12432,28.8,1,-0.047
0,92.3,-0.11,2.38,1.9502,0.64948,78.181,14.12432,27.1,0,-0.062
1,90.7,1.63,1.63,1.9502,0.64948,78.181,14.12432,27.3,0,0.029
1,88.6,1.25,2.21,1.9502,0.64948,78.181,14.12432,28.4,0,0.017
1,92.4,0.04,3.22,1.9502,0.64948,78.181,14.12432,28.9,1,-0.074
1,88.8,2.08,3.32,1.9502,0.64948,78.181,14.12432,29.6,0,0.017
0,91.7,0.68,1.06,1.9502,0.64948,78.181,14.12432,29.6,0,0.117
1,94.1,-1.53,2.42,1.9502,0.64948,78.181,14.12432,28.8,0,0.061
0,92.4,-0.76,2.19,1.9502,0.64948,78.181,14.12432,26.4,0,-0.22
1,92.8,0.58,2.05,1.9502,0.64948,78.181,14.12432,29.5,0,-0.068
1,91.6,1.73,3.81,1.9502,0.64948,78.181,14.12432,28.3,0,0.048
0,88.7,-1.07,0.85,1.9502,0.64948,78.181,14.12432,26.7,0,0.039
0,94.3,-0.9,2.4,1.9502,0.64948,78.181,14.12432,26,0,-0.488
1,91.7,0.81,1.66,1.9502,0.64948,78.181,14.12432,28,0,0.084
1,92.5,-0.32,3.3,1.9502,0.64948,78.181,14.12432,28,1,-0.052
0,93.3,-1.28,3.63,1.9502,0.64948,78.181,14.12432,28.5,0,-0.18
1,93.1,0.48,2.55,1.9502,0.64948,78.181,14.12432,26.1,0,-0.068
0,93.9,-0.1,2.94,1.9502,0.64948,78.181,14.12432,29.1,0,-0.052
1,87.2,1.67,3.48,1.9502,0.64948,78.181,14.12432,26.9,0,0.075
1,92.7,0.09,2.17,1.9502,0.64948,78.181,14.12432,29.7,0,-0.062
0,91.4,1.81,2.68,1.9502,0.64948,78.181,14.12432,28.4,0,-0.22
1,90.8,-0.32,0.32,1.9502,0.64948,78.181,14.12432,28.9,1,-0.076
1,92.5,1.13,2.92,1.9502,0.64948,78.181,14.12432,27.8,0,0.048
1,92.2,0.9,2.16,1.9502,0.64948,78.181,14.12432,29.1,0,-0.066
1,95.4,0.01,1.21,2.054538462,0.784416667,80.099,11.39375,28,0,0.062
0,97,1.32,2.12,2.054538462,0.784416667,80.099,11.39375,26.6,1,-0.488
0,96.7,1.08,2.1,2.054538462,0.784416667,80.099,11.39375,26.6,0,0.039
1,95.5,0.49,1.95,1.9838125,0.7265625,81.4671875,11.39375,28.3,1,-0.488
1,92.9,-0.8,1.6,2.03365625,0.763903226,78.28690625,12.1076,28.6,0,-0.052
1,93.8,0.67,1.58,2.03365625,0.763903226,78.28690625,12.1076,28.8,0,0.048
0,87.4,1.08,1.97,1.937613636,0.674395349,81.197232558,11.5614,28.2,1,-0.092
1,85.9,0.32,2.98,1.937613636,0.674395349,81.197232558,11.5614,27.7,1,-0.04
0,86.5,1.68,0.88,1.937613636,0.674395349,81.197232558,11.5614,28.5,0,-0.18
0,93.8,0.93,2.37,1.937613636,0.674395349,81.197232558,11.5614,28.3,0,-0.203
0,77.8,-0.04,2.12,1.937613636,0.674395349,81.197232558,11.5614,28.4,1,-0.182
1,85.7,0.22,1.92,1.937613636,0.674395349,81.197232558,11.5614,27.3,1,-0.065
0,93,0.39,2.42,1.937613636,0.674395349,81.197232558,11.5614,27.8,1,-0.11
1,93,-0.06,3.81,1.937613636,0.674395349,81.197232558,11.5614,27.7,0,0.029
0,92.8,1.53,1.86,1.937613636,0.674395349,81.197232558,11.5614,28.5,0,0.057
0,90.9,-0.22,3.92,1.937613636,0.674395349,81.197232558,11.5614,28.9,0,0.061
0,82.9,-0.69,1.62,1.937613636,0.674395349,81.197232558,11.5614,27.5,1,-0.073
1,88.9,-0.85,1.81,1.937613636,0.674395349,81.197232558,11.5614,28.9,0,-0.052
1,95.1,-0.95,2.58,1.937613636,0.674395349,81.197232558,11.5614,27.8,1,-0.367
0,92.7,-0.91,4.88,1.937613636,0.674395349,81.197232558,11.5614,27.4,0,-0.136
0,92.7,-0.71,2.51,1.937613636,0.674395349,81.197232558,11.5614,28,1,-0.488
0,74.6,-0.93,2.27,1.996866667,0.707066667,79.01,11.2195,27.8,0,-0.118
1,65,-1.32,5.36,1.996866667,0.707066667,79.01,11.2195,25.5,0,0.038
0,65.4,-1.47,2.34,1.996866667,0.707066667,79.01,11.2195,26.4,0,-0.136
1,75.9,-0.04,3.25,2.073357143,0.752642857,77.376692308,11.2195,27.5,0,-0.04
1,78.1,0.45,0.43,2.073357143,0.752642857,77.376692308,11.2195,27.5,1,-0.488
1,74.6,1.16,1.85,2.005923077,0.720384615,78.760769231,11.2195,28.8,0,0.117
1,73.8,2.06,2.58,1.996866667,0.707066667,79.01,11.2195,27.7,0,0.075
0,79.6,-0.55,3.77,2.073357143,0.752642857,77.376692308,11.2195,26.3,0,-0.153
0,85.5,-0.77,3.69,2.044083333,0.772181818,79.427090909,10.7875,28.8,0,0.062
0,87.2,0.2,1.44,2.054538462,0.784416667,80.099,10.7875,27.1,0,0.048
0,93.2,0.2,1.51,2.051352941,0.792529412,80.848529412,13.3144,29.5,0,-0.153
1,95,0.47,1.78,2.051352941,0.792529412,80.848529412,13.3144,28,0,0.076
1,94.6,0.94,1.87,2.051352941,0.792529412,80.848529412,13.3144,28.2,0,0.031
1,82.2,-1.25,1.08,2.01348,0.774291667,80.65608,11.3768,27.2,0,0.084
1,71.7,-0.59,4.11,1.958323529,0.689818182,79.510333333,11.3768,27.9,0,0.062
1,82.9,-0.66,0.71,1.958323529,0.689818182,79.510333333,11.3768,29.3,0,0.031
0,81.6,-0.58,2.62,1.958323529,0.689818182,79.510333333,11.3768,27.4,1,-0.22
1,80.8,-0.16,-0.21,2.01348,0.774291667,80.65608,11.3768,28.6,0,0.031
0,82.3,-2.25,2.37,2.005923077,0.720384615,78.760769231,11.3476,25.8,0,-0.136
1,90.8,0.27,1.74,1.996866667,0.707066667,79.01,11.3476,27.1,0,-0.068
0,92,0.61,2.24,2.005923077,0.720384615,78.760769231,11.3476,25.5,0,-0.488
0,78.8,-0.42,2.61,1.996866667,0.707066667,79.01,11.3476,29.5,0,-0.074
0,81.2,0.01,3.42,2.005923077,0.720384615,78.760769231,11.3476,23.2,1,-0.488
1,82,-1.02,2.21,2.03274359,0.694487179,75.660358974,10.953,27.3,0,0.117
1,91.3,1.88,1.07,1.9502,0.64948,78.181,11.836666667,26.4,0,0.017
1,94.2,0.31,1.57,2.085647059,0.7980625,78.269352941,11.836666667,27.7,0,-0.073
1,95.4,1.47,1.4,2.085647059,0.7980625,78.269352941,11.836666667,30.2,0,0.048
1,90.1,1.61,2.25,1.9502,0.64948,78.181,11.836666667,28,0,0.058
1,94.8,0.68,2.07,1.958823529,0.7546875,83.1018,11.836666667,28.9,0,-0.065
0,93.9,-1.45,2.43,1.9502,0.64948,78.181,11.836666667,27,1,-0.27
1,81.6,1.74,-0.44,1.958823529,0.7546875,83.1018,11.836666667,28.4,0,0.017
1,96.8,0.04,3.18,2.085647059,0.7980625,78.269352941,11.836666667,29.5,0,-0.047
1,91.9,-1.54,1.63,1.9502,0.64948,78.181,11.836666667,28,0,0.031
1,94.9,-1.03,4.04,2.085647059,0.7980625,78.269352941,11.836666667,26.7,0,0.017
1,95.2,-0.61,3.13,2.085647059,0.7980625,78.269352941,11.836666667,28.9,0,-0.062
0,79.4,-2.02,3.89,1.958823529,0.7546875,83.1018,11.836666667,27.3,0,-0.136
1,94.1,-1.52,2.72,1.958823529,0.7546875,83.1018,11.836666667,28,0,0.084
1,96.5,0.32,1.68,1.958823529,0.7546875,83.1018,11.836666667,28,0,-0.068
1,94.8,0.37,2.63,1.958823529,0.7546875,83.1018,11.836666667,27.9,0,-0.073
1,81.5,1.37,0.18,2.085647059,0.7980625,78.269352941,11.836666667,27.7,0,0.031
1,94.3,0.32,2.94,1.958823529,0.7546875,83.1018,11.836666667,26.7,1,-0.367
1,95.7,-0.07,1.12,2.085647059,0.7980625,78.269352941,11.836666667,28.9,0,0.058
1,87.5,0.18,3.36,2.03274359,0.694487179,75.660358974,13.7644,28.7,0,-0.062
0,82.5,0.3,3.85,2.03274359,0.694487179,75.660358974,13.7644,27.8,0,-0.18
0,90,0.47,0.67,2.03274359,0.694487179,75.660358974,13.7644,27.1,0,-0.203
1,91.7,-0.98,1.73,2.093578947,0.746105263,74.930736842,11.559285714,26.2,0,-0.054
1,84,-1.77,0.92,2.093578947,0.746105263,74.930736842,11.559285714,27.3,0,0.017
1,92.9,0.42,2.88,2.03365625,0.763903226,78.28690625,11.559285714,29.7,0,-0.04
1,92.3,0.21,1.72,2.093578947,0.746105263,74.930736842,11.559285714,28.1,0,-0.073
1,84.6,0.13,0.32,2.05528125,0.779322581,80.111258065,11.559285714,27.3,0,0.017
1,92.7,0.15,3.13,2.044083333,0.772181818,79.427090909,11.559285714,27.8,0,-0.062
1,93.6,0.42,4.31,2.03365625,0.763903226,78.28690625,11.559285714,28,0,0.075
1,86.9,-1.56,2.54,2.0228,0.7066,76.873818182,10.97025,27.4,0,0.062
0,94.1,0.51,2.92,2.072363636,0.809090909,77.979727273,10.97025,27.3,1,-0.367
1,95.8,0.4,3.6,2.0228,0.7066,76.873818182,10.97025,27.3,1,-0.074
1,83.4,0.7,-1.46,2.072363636,0.809090909,77.979727273,10.97025,29.5,0,0.017
1,95.4,0.56,2.79,2.005923077,0.720384615,78.760769231,11.562,28.6,0,-0.062
0,93.1,0.36,3.27,2.005923077,0.720384615,78.760769231,11.562,27.7,0,0.117
1,85.4,-1.24,0.13,2.063588235,0.790176471,78.543058824,11.67525,28.7,0,0.017
1,88,0.36,2.5,2.063588235,0.790176471,78.543058824,11.67525,28.7,1,-0.27
1,87.2,1.84,2.21,2.063588235,0.790176471,78.543058824,11.67525,28.5,0,0.038
1,92.5,0.25,3.26,2.033826087,0.757636364,79.222347826,11.67525,27.7,0,-0.052
1,89.1,-0.78,2.29,2.033826087,0.757636364,79.222347826,11.67525,28.1,0,-0.367
0,90.5,-0.71,2.1,2.063588235,0.790176471,78.543058824,11.67525,29.1,0,-0.251
1,90,-0.83,1.44,2.033826087,0.757636364,79.222347826,11.67525,28.8,0,0.075
1,87.2,0.37,2.51,2.033826087,0.757636364,79.222347826,11.67525,30.7,0,-0.052
0,88.8,-0.38,3.44,2.041551724,0.772368421,78.662660714,11.239142857,27.8,1,-0.488
0,88.7,-0.92,2.16,2.075615385,0.824384615,78.825461538,11.239142857,25.9,1,-0.488
0,87.8,0.78,2.83,2.041551724,0.772368421,78.662660714,11.239142857,28.7,1,-0.052
1,80.9,-1.11,0.67,2.067357143,0.727666667,74.948785714,11.239142857,27.8,0,0.075
1,66.3,-0.51,2.34,2.075615385,0.824384615,78.825461538,11.239142857,26.8,0,-0.04
0,84.4,1.06,1.07,2.039645161,0.767225806,79.856129032,9.453142857,27.7,0,-0.153
0,90.7,-0.53,3.15,2.039645161,0.767225806,79.856129032,9.453142857,26.3,1,-0.062
1,94.2,-0.95,2.43,1.996833333,0.715083333,81.283166667,9.453142857,27.2,0,-0.04
0,83.6,0.79,0.87,2.039645161,0.767225806,79.856129032,9.453142857,24.1,1,-0.367
0,93.1,0.67,3.52,2.039645161,0.767225806,79.856129032,9.453142857,29.5,1,-0.367
0,86.2,-1.5,1.71,2.039645161,0.767225806,79.856129032,9.453142857,28.3,0,0.098
1,84.3,0.63,0.64,2.039645161,0.767225806,79.856129032,9.453142857,28.3,0,0.162
1,83.2,0.51,0.07,2.039645161,0.767225806,79.856129032,9.453142857,29.6,0,0.029
1,94.7,-0.01,1.71,2.089714286,0.734095238,74.933,13.377,30,0,0.048
1,94.5,0.07,3.33,1.984454545,0.78465625,83.758741935,13.377,29.5,0,-0.052
1,95.8,-2.31,4.47,1.984454545,0.78465625,83.758741935,13.377,29.7,0,0.031
1,93.7,-0.41,4.02,1.984454545,0.78465625,83.758741935,13.377,28.7,0,0.048
1,90.8,0.47,3.71,1.984454545,0.78465625,83.758741935,11.879333333,27.8,0,0.198
1,86,0.56,1.86,1.984454545,0.78465625,83.758741935,11.879333333,28.9,0,-0.076
0,90.6,0.8,2.24,2.0776875,0.781125,77.433375,11.879333333,27.8,0,0.117
0,90.1,-0.3,3.12,2.016851852,0.780148148,81.39628,11.709,28.1,1,-0.052
1,93,-0.46,1.93,2.016851852,0.780148148,81.39628,11.709,27.9,0,-0.488
1,82.3,-1.09,-0.06,2.228,0.8745,75.3979,11.709,29.4,0,0.017
1,90.8,0.13,0.3,2.016851852,0.780148148,81.39628,11.709,27.9,0,0.017
1,91,1.08,1.73,2.033826087,0.757636364,79.222347826,11.72,28.8,0,0.062
0,91.4,-0.55,2.41,2.033826087,0.757636364,79.222347826,11.72,27.9,0,-0.052
1,92.4,-0.91,1.96,2.063588235,0.790176471,78.543058824,11.72,28.4,1,-0.182
1,97.6,2,3.47,2.180928571,0.895571429,78.048785714,10.331,29.1,1,-0.078
1,95.6,1.08,3.36,2.180928571,0.895571429,78.048785714,10.331,29.7,0,0.062
1,75.6,0.9,0.16,1.958857143,0.731785714,80.772153846,13.119,27.4,0,0.075
1,77,-2.06,-1.72,1.9925,0.7261,79.24125,10.969,27.4,0,0.017
0,92.7,-0.18,4,1.9925,0.7261,79.24125,10.969,27.4,0,0.117
0,88.8,0.69,2.14,1.937613636,0.674395349,81.197232558,10.933,27.2,1,-0.11
1,88.3,1.94,-0.33,1.937613636,0.674395349,81.197232558,10.933,26.4,0,0.017
0,96,0.63,1.76,1.937613636,0.674395349,81.197232558,10.933,28.2,0,-0.22
0,91.6,-0.44,1.63,2.010842105,0.744815789,80.030210526,11.288666667,28.7,1,-0.073
1,90.3,-0.45,3.13,2.180928571,0.895571429,78.048785714,11.288666667,27.4,0,0.17
0,93.2,0.54,3.1,2.010842105,0.744815789,80.030210526,11.288666667,28.4,0,-0.22
1,81,0.96,0.71,2.180928571,0.895571429,78.048785714,11.288666667,26.6,0,0.075
1,81.4,-0.45,1.79,2.180928571,0.895571429,78.048785714,11.288666667,27.7,0,0.031
1,82.8,0.54,0.8,1.915478261,0.648045455,79.380347826,11.276,28.2,1,-0.087
0,90.6,-0.66,4.62,1.915478261,0.648045455,79.380347826,11.276,26.6,1,-0.11
0,79.8,-1.65,2.41,1.915478261,0.648045455,79.380347826,11.276,24.2,1,-0.367
1,89.3,0.18,2.29,2.051352941,0.792529412,80.848529412,10.6794,28,0,-0.04
1,78.2,-0.99,1.53,2.051352941,0.792529412,80.848529412,10.6794,27.2,0,0.058
1,89.6,-0.19,1.33,2.123846154,0.847192308,78.67532,15.043,26.8,0,0.084
1,89,-0.33,3.86,2.228,0.8745,75.3979,12.238,29.4,1,-0.065
1,77.2,-0.88,2.45,2.016851852,0.780148148,81.39628,12.238,27.9,0,-0.044
1,78.8,-1.15,2.81,2.016851852,0.780148148,81.39628,12.238,28.3,1,-0.367
0,78.2,-0.16,1.21,2.033826087,0.757636364,79.222347826,12.238,27.4,0,-0.153
1,78.5,-0.87,2.06,2.016851852,0.780148148,81.39628,12.238,28.3,0,-0.047
1,79.8,0.44,0.67,2.016851852,0.780148148,81.39628,12.238,27.7,0,0.036
1,79.6,1.14,1.34,2.016851852,0.780148148,81.39628,12.238,27.7,1,-0.266
1,77.3,-0.2,2.55,2.016851852,0.780148148,81.39628,12.238,23.7,1,-0.367
1,88.6,-1.39,1.94,2.016851852,0.780148148,81.39628,12.238,28.2,0,0.084
1,88.8,-0.14,3.25,2.033826087,0.757636364,79.222347826,12.238,26.6,1,-0.054
1,77.6,-0.33,1.58,2.016851852,0.780148148,81.39628,12.238,27.4,1,-0.044
1,94.8,-1.12,2.21,1.980894737,0.770105263,83.118210526,11.696333333,27.3,0,0.054
1,95.1,-0.18,2.28,2.111916667,0.775695652,75.259333333,11.696333333,29.7,0,-0.052
1,78.1,-0.83,2.42,2.111916667,0.775695652,75.259333333,11.696333333,28.1,0,-0.044
1,95.2,-1.29,3.77,1.937613636,0.674395349,81.197232558,11.662666667,28.9,0,0.017
0,93.7,-0.59,2.25,1.937613636,0.674395349,81.197232558,11.662666667,29.1,0,-0.203
1,94.1,2,1.84,2.037793103,0.737448276,77.177035714,11.95775,28.8,0,0.058
1,92.4,-0.31,1.87,2.03365625,0.763903226,78.28690625,11.95775,29.7,0,-0.04
0,93.9,0.98,1.9,2.037793103,0.737448276,77.177035714,11.95775,26.1,1,-0.052
1,93.3,-1.43,3.34,2.03365625,0.763903226,78.28690625,11.95775,29.7,0,0.031
1,93.2,-1.52,2.95,2.037793103,0.737448276,77.177035714,11.95775,27.9,0,0.071
0,92.8,-1.51,2.56,2.037793103,0.737448276,77.177035714,11.95775,27.4,1,-0.052
0,81,0,3.22,2.01348,0.774291667,80.65608,12.545,27.7,0,-0.074
1,84.4,-0.09,3.26,1.958323529,0.689818182,79.510333333,12.545,28.6,0,-0.062
1,84.3,0.61,1.08,2.126821429,0.732444444,74.115678571,12.545,27.2,0,0.017
1,78.8,0.88,2.25,2.01348,0.774291667,80.65608,12.545,27.3,0,0.029
0,85.6,0.3,0.47,1.958857143,0.731785714,80.772153846,11.577857143,27,1,-0.212
0,93.8,-0.5,1.95,1.958857143,0.731785714,80.772153846,11.577857143,28.5,0,-0.251
0,93.8,-1.42,2.22,1.948529412,0.658705882,78.740176471,11.577857143,28,0,-0.22
0,94.1,-0.99,4.04,1.948529412,0.658705882,78.740176471,11.577857143,27.5,0,0.17
1,93.2,-1.42,2.81,1.958857143,0.731785714,80.772153846,11.577857143,28.8,0,0.048
1,84.6,-1.04,1.57,1.958857143,0.731785714,80.772153846,11.577857143,28.4,0,0.017
1,76.4,0.89,2.25,2.123846154,0.847192308,78.67532,12.0595,27.8,0,-0.367
1,95.1,0.45,2.2,2.075615385,0.824384615,78.825461538,11.073,29.3,0,-0.367
1,89.6,-0.94,1.56,2.041551724,0.772368421,78.662660714,11.073,27.1,1,-0.327
1,91.9,0.32,3.66,2.075615385,0.824384615,78.825461538,11.073,28.8,0,0.094
0,88.8,-0.32,0.84,2.041551724,0.772368421,78.662660714,11.073,26.5,1,-0.367
0,95.3,-0.02,2.27,2.067357143,0.727666667,74.948785714,11.073,25.6,1,-0.488
1,87.2,0.65,0.54,2.041551724,0.772368421,78.662660714,11.073,28.2,0,0.031
0,93.6,0.14,3.47,2.067357143,0.727666667,74.948785714,10.3155,25.6,1,-0.367
0,93.1,0.45,2.67,2.067357143,0.727666667,74.948785714,10.3155,27.8,1,-0.11
0,83.6,1.98,2,2.067357143,0.727666667,74.948785714,10.3155,28.2,0,-0.251
1,87.4,0.67,4.4,2.091884615,0.720666667,73.916192308,11.411,28.9,0,0.048
1,90.1,0.67,3.43,2.091884615,0.720666667,73.916192308,11.411,26.5,1,-0.266
1,86.2,0.98,1.36,1.991470588,0.689588235,77.506666667,13.249,27.4,0,0.048
1,90.4,-1.1,3.17,2.085647059,0.7980625,78.269352941,7.707,26.2,0,0.031
1,94.1,-1.94,2.3,1.909,0.707966667,84.429241379,12.572333333,29.5,0,0.039
1,90.7,-0.04,2.59,2.068285714,0.7275,76.456428571,12.572333333,30,1,-0.087
1,94.8,-0.14,3.75,1.909,0.707966667,84.429241379,12.572333333,25.5,0,0.017
1,86.5,-0.97,3.21,2.089714286,0.734095238,74.933,11.936333333,29.6,0,0.094
0,91.4,-2.67,2.93,2.0776875,0.781125,77.433375,11.936333333,27.4,0,-0.232
1,90.8,0.29,2.16,2.0776875,0.781125,77.433375,11.936333333,27.3,0,-0.04
1,78.3,1.02,0.66,1.984454545,0.78465625,83.758741935,11.936333333,27.7,0,0.061
1,90.7,-1.1,1.86,2.0776875,0.781125,77.433375,11.936333333,28.9,0,-0.062
0,81.6,0.17,0.68,2.0776875,0.781125,77.433375,11.936333333,26.9,0,0.058
1,78.5,-0.07,0.26,2.0776875,0.781125,77.433375,11.936333333,25.6,0,0.017
1,89.4,1.51,3.06,2.089714286,0.734095238,74.933,11.936333333,29.6,0,0.029
1,86.2,0.65,3.77,1.949470588,0.77175,86.692333333,11.5763125,27.1,0,0.094
1,81.9,-0.29,1.06,2.037793103,0.737448276,77.177035714,11.5763125,27.1,0,0.076
1,99.1,-0.82,4.82,2.037793103,0.737448276,77.177035714,11.5763125,28.1,0,0.124
1,88.3,2.11,1.04,1.949470588,0.77175,86.692333333,11.5763125,26.6,0,0.162
1,82.5,-0.61,1.12,2.037793103,0.737448276,77.177035714,11.5763125,28,0,0.058
1,98.1,-0.01,3.18,2.037793103,0.737448276,77.177035714,11.5763125,27.7,1,-0.228
1,86,0.13,0.39,2.037793103,0.737448276,77.177035714,11.5763125,28.2,1,-0.044
1,84.3,1.57,2.5,2.037793103,0.737448276,77.177035714,11.5763125,27.4,1,-0.076
1,83,-0.01,1.8,1.949470588,0.77175,86.692333333,11.5763125,29,1,-0.062
1,82.7,-1.12,4.55,2.037793103,0.737448276,77.177035714,11.5763125,28.4,0,0.048
1,87,0.77,3.7,2.037793103,0.737448276,77.177035714,11.5763125,26.7,0,0.017
1,88.5,2.49,-1.59,1.949470588,0.77175,86.692333333,11.5763125,27.3,0,0.098
0,88,0.37,1.74,1.949470588,0.77175,86.692333333,11.5818,28.9,1,-0.062
1,84.4,0.17,1.5,1.958823529,0.7546875,83.1018,11.5818,28.9,1,-0.062
0,89.1,-0.24,3.27,1.9502,0.64948,78.181,11.5818,28.9,0,0.17
1,83,-0.06,0.02,2.085647059,0.7980625,78.269352941,11.5818,25.9,0,0.029
1,92.8,0.78,2.19,2.085647059,0.7980625,78.269352941,11.5818,26,1,-0.065
1,90.2,-1.31,0.46,2.03365625,0.763903226,78.28690625,10.755,27.9,0,0.048
1,73.7,0.14,2.13,2.037071429,0.807821429,82.251678571,10.9795,28,1,-0.044
0,87.6,-0.23,2.06,2.037071429,0.807821429,82.251678571,10.9795,28.9,0,-0.062
0,90.6,-0.45,3.39,2.0784375,0.699,73.259571429,11.5554,27.7,0,0.039
1,90,1.16,2.75,1.958323529,0.689818182,79.510333333,11.5554,28.4,0,0.029
0,91.4,0.36,3.23,1.958323529,0.689818182,79.510333333,11.5554,24.6,1,-0.367
1,91.1,1.97,3.61,1.989307692,0.697769231,79.095692308,11.5554,29.6,0,0.058
1,91.1,-1.09,4.41,2.01348,0.774291667,80.65608,11.5554,27.2,0,0.094
1,92.1,0.71,2.96,2.03274359,0.694487179,75.660358974,11.91,27.7,1,-0.118
1,85.3,1.49,-0.65,1.909,0.707966667,84.429241379,11.433769231,30,0,0.031
1,88.9,0.61,1.5,2.03274359,0.694487179,75.660358974,11.433769231,26.9,1,-0.212
